"created_at","screen_name","text","retweet_count","name","location","description","followers_count","long","lat"
"2020-08-15 21:18:02","BuzWeaver","The Space ambitious Countries of the World have tested the effects of Space on many different kinds of animals since the birth of the Space-age, this is an effort to adapt equipment for the suitability of Human beings surviving in the vacuum of #Space, &gt;&gt;https://t.co/mBHA5xB0Yg https://t.co/F5IpBXuEuP",0,"RW","Atlanta, GA USA","Producer and Commentator - YouTube Partner. Covering How To's, Product Review, Gaming and Current Events.",470,-84.3879824,33.7489954
"2020-08-15 20:17:18","EDITORatWORK","#astronomy Links to ASTRONOMY and science #stars #Betelguese #planets #moons #suns #space #neutronstars #asteroids
https://t.co/OI3sP0JmPU",0,"Tom Gillispie","Rural Hall, North Carolina, USA","★ READING ★ WRITING ★ DOGS ★ FOOTBALL ★ SINGING 
★ STAR TREK ★ MYSTERY AND SCIFI BOOKS ★ WESTERNS. EMAIL: tgilli52@gmail.com",4022,-80.2933838,36.2404158
"2020-08-15 20:10:00","AaronViviano","I think its likely we won’t get to the #moon by 2024. Yet aiming for that date makes 2025 or 2026 way more likely than 2029 or 2030 would have been if we aimed for 2028.

#space",0,"Aaron Viviano","Madison, WI","Christian. Individualist. Engineer and Architect. Explorer. Space and Sci-Fi enthusiast. Advocate for Moon and Mars Colonization. Opinions and posts are my own.",56,-89.4012302,43.0730517
"2020-08-15 18:26:04","GiftsNiks","Students #learn all about #science and #art with virtual classes! Supply kits available.
#education #art #science #space #parenting #Teachers #students #painting https://t.co/GMM2ArsQGn",1,"Space Art Learn","California, USA","Teaching #science through art virtually! #Painter #Acrylic #STEM #STEAM #ArtistsOnTwitter FB-Space Art Learn IG-Space_Art_Learn email: https://t.co/6GJeFqAcz6.learn@gmail.com",20,-119.4179324,36.778261
"2020-08-15 17:39:16","Alperstein_O","Because in #space, no one can hear you scream...about how #democracy is under threat because threats to #USPS survival will hamper efforts to ensure adequate resources for #MailInVoting. #SaveTheUSPS #SaveThePostOffice https://t.co/GBgda8rOGu",3,"Olivia Alperstein","Washington, DC","Progressive advocate. Media Manager @IPS_DC. RTs are not endorsements. She/her/hers.",251,-77.0368707,38.9071923
"2020-08-15 17:31:52","NecromanceRaven","Love this chart, through LEO all things are possible.. #spaceflight #rocket #space https://t.co/8NIRdoAb1m",2,"Brian Stofiel","St Louis, MO","""We are space cowboys and we aim to misbehave...""There is an infinite expanse to explore, let's get on with business @stofielaero #newspacerace #newspace #space",798,-90.1994042,38.6270025
"2020-08-15 17:26:52","RealTime1960s","Aug. 15, 1960 - Pres. Eisenhower received a flag today that had been carried aloft by the Discoverer XIII satellite and returned to earth. He said the feat has showed ""how rapidly Americans forged far ahead in the worthwhile exploration of space."" 

#NASA #space https://t.co/OVkhmNwda9",1,"Tweets from the 1960s","New York, NY","Telling the story of the 1960s in real time through tweets, 60 years later. A project by @gothamvariety",468,-74.005974,40.712776
"2020-08-15 17:24:40","Moses_Hacmon","Can you imagine what you will find at the edge of Space and Time? Link to video - https://t.co/P2Qu3Pkaq5                                          #water #space #time #universe #consciousness #movement #life #philosophy https://t.co/cdZR4RvBfL",6,"Channel Water","Los Angeles, CA","https://t.co/eG8F9Wrc6k",2578,-118.2436849,34.0522342
"2020-08-15 16:59:33","MattShootStuff","""Until you feel the blast of a shooting star, Following the spark like a rocket in the sky""
#photo #photography #space @NASA @NatGeoPhotos #astral https://t.co/3kytcThmig",1,"Matthew Gustafson","Vermont, USA","A lover of the light.
Prints available.",22,-72.5778415,44.5588028
"2020-08-15 16:27:46","PrydeFoltz","From Imperfect ...

defy constant laws
embrace parsecs in seconds
escape deep folds
deny abysmal sink holes
radiate warmth

you must be imperfect
to shine a Way ...

🖱️4 more #HIVE #hiveblog #peakd #poetry #photography  #enlightenment #love #art #space
https://t.co/k6SK4N5GGC",5,"Pryde Foltz","Vancouver","Author, poet; karateka; learning junkie. A sense of humour 2. Did I mention I can spell my own name? #EarthToned #Earthling #equality #enlightenment #peace #zen",2117,-123.1,49.25
"2020-08-15 16:27:41","mark_tarello","PASS IT ON: Planets Saturn and Jupiter will appear next to each other in the southern sky tonight! #Space https://t.co/uLc4MkarFL",39,"Mark Tarello","Mankato, Minnesota.","Chief Meteorologist at KEYC News Now. A CBS, FOX, & NBC affiliate. Bringing 23 years of TV weather experience to southern Minnesota & keeping you informed 24/7.",16556,-93.9993996,44.1635775
"2020-08-15 16:23:16","philosopher70","In session 30 of Worlds of Speculative Fiction, we looked at some of C.J. Cherryh's Alliance-Union scifi stories. I hadn't read them previously, but they were recommended by some of the regulars, and man, did I get into those books!

https://t.co/cxmLq5gWGv

#Scifi #Space #Video",0,"Gregory B. Sadler - mask up and maintain distance!","Milwaukee, WI","speaker, author, philosopher | YouTube philosophy guy | editor Stoicism Today | co-host Wisdom For Life show | host Sadler's Lectures podcast | teaches at MIAD",6901,-87.9064736,43.0389025
"2020-08-15 16:04:53","FlemPlays","The reason I uninstalled Warzone a while ago. The latest 66 GB update shows I made the right choice. What is the total install size up to now, 500 GB? #CallofDuty #Warzone #66GB #Update #patch #version #gaming #videogame #harddrive #AlwaysHasBeen #Meme #space #astronaut https://t.co/e3g8azOOZw",0,"FlemPlays (Content Creator)","Texas, USA","I make YouTube Gaming videos, stream to Twitch, and like long walks on the beach. 1/3 of Bad Lot Gaming.",36,-99.9018131,31.9685988
"2020-08-15 16:00:00","s3xy_model","The Crew 1 mission, from Pad 39A at @NASAKennedy, is currently planned for Oct 23rd for the 1st operational mission to the ISS. #SpaceX &amp; #NASA will use the new booster 1061 &amp; land back on OCISLY. Mark your calendars! #Space https://t.co/1H0WAs1xZm",0,"F9 Block 5","Daytona Beach, FL","Tesla, SpaceX, Solarcity, Boring Company, Aviation, Yachting, Surfing - Catalog & News",33,-81.0228331,29.2108147
"2020-08-15 15:41:42","JasonKanigan","Talking with Chris Stott of @ManSatSpectrum about all things #Space on the Cold Star Project https://t.co/ReYblDJ9Wi",0,"Jason Kanigan","Wilmington NC","Founder, Cold Star Tech: Solving big Space and terrestrial problems where compliance cultures, time-sensitive missions & drive to be the best meet.",502,-77.8868117,34.2103894
"2020-08-15 15:20:26","Fang__Banger","IC 1795 Fish Head Nebula, This is the 1st of 4 pannels that will make up IC 1805 Heart Nebula

More to come.....

#Astrophotography 
#Space

Taken with the awesome @Optolong_filter L Enhance filter
and @zwoasi 294mc Pro

The clouds finally broke at 2 am this morning https://t.co/UaI38O5ciR",2,"Cody Davis","Florida","Astrophotographer
Skywatcher 100mm doublet apo refractor
Skywatcher eqm 35 pro
Zwo asi294mc pro
Canon eos rebel t7/t3 non modified
Orion star shoot autoguider",533,-81.5157535,27.6648274
"2020-08-15 15:11:25","mckra1g","Coffee. Space pants. Contemplating a manicure. Happy Saturday, everyone. 🪐 #Space #butfirstcoffee #SaturdayVibes #Geek https://t.co/UiuFS0HE4J",1,"Molly Cantrell-Kraig 😷","Chicago, IL","Giver. Seeker. Geek. Dreamer. Scribbler. Kindness Advocate. Resilience Expert. Work in progress. She/her. A fan of my words? Buy me a coffee 😉☕CashApp $mckra1g",8818,-87.6297982,41.8781136
"2020-08-15 15:10:00","Tiixie","Let's hear your favorite space facts below!

#space #planets 
@NASA https://t.co/Up0yNIneq6",0,"Tiix","Burnsville, MN","Your online 'mom', Mostly for @runningmanTTV's community. @RunningMods Shit poster, Gamer, Mom, and all around normal person",348,-93.2777226,44.7677424
"2020-08-15 14:58:46","ebainink","99 CENTS for a limited time
Spy romance
https://t.co/xfEGcSE49B
Twelfth Night meets Mission Impossible when an agent posing as her brother investigates the only man she’s ever loved for espionage.
#betterlateromance #spy #space  #RomanticSuspense #technology",0,"Michelle Knowlden","California","Author of the Abishag and Deluded Detective mystery series. Co-author of the YA novella UNSTRUNG. Writer of SF, historical, and paranormal romance.",619,-119.4179324,36.778261
"2020-08-15 14:42:59","SpaceSpox","When #space Twitter meets #TikTok Twitter https://t.co/tkDAZMBGSM",0,"Mark Lewis","Silicon Valley","Inspired by technology and good Mexican food. Advocate for space innovation @LockheedMartin. Views are mine, esp the good ones.",764,-122,37.4
"2020-08-15 14:09:04","TheDeadDistrict","China Space operation control station.
#China #PLA #Space https://t.co/o6YuE2obnD",4,"The Dead District","Georgia","Military review, analytics and news.",3971,-82.9000751,32.1656221
"2020-08-15 13:32:13","JerryCallaio","#Science #Space #Astronomy #Physics #Cosmology 
Ceres, the biggest asteroid in our solar system, now has another bragging right. According to new research, Ceres has water seeping onto its surface, suggesting the presence of an ancient underground ocean. https://t.co/os1fXq9wPS",3,"JerryCallaio","Florida","Pay No Attention 2 That Man Behind The Curtain!#PROGRESSIVE #LGBT #ACTIVIST Expose RWNJ Lies! #Technology #Science #Space #Astronomy #Cosmology #Physics #RESIST",13234,-81.5157535,27.6648274
"2020-08-15 12:45:19","SuitedtechLLC","What a future moon base could look like. #future #space #spaceexplorer #technology #saturdaymorning #SaturdayVibes https://t.co/Npv13IBgHq",2,"Suited Technologies, LLC","Florida, USA","We offer technology solutions that help keep perceived wait times down, customers entertained and employees productive. #directv #att #technology",59,-81.5157535,27.6648274
"2020-08-15 12:27:28","GregDieselPhoto","This morning's moon and Venus in a star filled sky including double star hip30569 and Tejat. @SPACEdotcom @tariqjmalik #space #moon #celestial #astronomy https://t.co/BGhS8jKyJF",3,"Greg Diesel Walck","Ormond-by-the-Sea, FL","Chasing sunrises and the Moon. All original images by Greg Diesel Walck. Art for sale: https://t.co/HhxcJOr5ia",237,-81.0595,29.3368333333333
"2020-08-15 12:17:25","NYinterpreterUS","Check it out &amp; show support!❤️

Lumin Wars - The card game

An all new space themed strategy card game. Be the last player standing in this galactic stand-off!

https://t.co/oOchfML1O6

#cardgame  #luminwars  #space #kickstarter #support",0,"Zhanna","New York","Professional Russian & Ukrainian translator, interpreter, editor, tour guide. Legal, medical, business, marketing, oil/gas. Artist. @russianinterpreterny",236,-74.0059728,40.7127753
"2020-08-15 11:57:16","jzhnutz","A busy Jupiter, Saturn &amp; Mars - 10"" Dob, 14.5mm EP projected, 2x barlow, Nikon D610 #astronomy #astrophotography #photography #nikonphotography #nikond610 #jupiter #saturn #mars #nasa #planetaryphotography #telescope #varimax #oriontelescopes #space  More on Instagram https://t.co/dLpuroGr1E",0,"JZH Gaming","Providence, RI","Twitch Affiliate - Gamer, Astronomy Lover, Husband, USMC Vet, and father of seven -

https://t.co/N59JPMjL8H

Inquiries: jzholloway@gmail.com",240,-71.4128343,41.8239891
"2020-08-15 10:46:03","THERESA35906612","“Holes in the fabric of #space and time may be responsible for #darkmatter ” by @timcopia
https://t.co/5Hf1GWg6Sf ... ☕️🤓",1,"theresacross","Florida, USA","currently orbiting with one heavenly body around another ✨earth, moon and rocket photographer | contributor at Medium | https://t.co/rSc6fPwDhF",355,-81.5157535,27.6648274
"2020-08-15 09:32:06","astro_nerd__","NASA: we need to name this thing.

Person: Is it a telescope? Planet? Star? What are we naming today? 

NASA: Doesn’t matter we will just name it Kepler. 
#nasa #space #astronomy",0,"Katie Leigh💡","Charlottesville, VA","Christian. Conservative. Outlander fan. History buff. Space dreamer 🪐Enthusiastic lover of Star Wars. #muskateer #tcot #kylo #mandalorian This is the way. ✌🏻",783,-78.4766781,38.0293059
"2020-08-15 09:07:10","Twotrue210","Gold mining in space, sign me up!
#ElonMusk #space",1,"Fernando Gomez","Idaho, USA","Streamer!
Follow the Twitch & Youtube!
Add on Snapchat, and Insta same as the twitter!
To Stay Tuned and get notifications when I go live!
Always on Gaming!",14,-114.7420408,44.0682019
"2020-08-15 07:58:04","panthonyjr","Mars is clear as day this morning. Red as a fresh fall apple among a cast of icy blue galaxies and stars laid upon a  navy blue night sky. #space #mars #stars #peace #earlyrise #Saturday #irishcoffee",2,"Phil 🇺🇸","Maine, USA","Owner of @AnthonyVacation LLC,  Husband, father of two, Licensed Sportsman, Birder, Mentor, BHP, Craft Beer critic, lover of Astronomy, Meteorology & Maine",529,-69.4454689,45.253783
"2020-08-15 07:24:15","KlatuBaradaNiko","In 1959, the US Post Office

delivered Mail by Rocket!

One time...

🚀

#Tech #Innovation #NASA 
#Space

https://t.co/nuAcTUyFb1",7,"༻⋆≺ Martin 🏳️‍🌈 ≻⋆༺","Olympia, WA USA","#TwitterTips 🐱
A ship in harbor is safe
but that is not what ships are built for

#Veteran #F2M️‍ 🏳️‍ #WeAreAllOneHumanRace 🖖
💻Analyst 🍷​
300 #TwitterLists",82989,-122.9006951,47.0378741
"2020-08-15 05:56:55","chrisette_","Mini comic of a Moonlo 😭😍. #sketch #comic #oc #digitalart #originalcharacters #ninjadrawing #ninjaart #ninja #kanji #comicartist #alien #fantasycreature #space https://t.co/7qSNt2fCEX",0,"Chrisette Designs","Pennsylvania","We are a team (Chris and Lizette) that designs and sells crochet work!",80,-77.1945247,41.2033216
"2020-08-15 05:52:34","istockhistory","NASA's OSIRIS-REx mission prepares for touchdown on an asteroid #astronomy #space  https://t.co/VI15420dUa",2,"istockhistory","San Diego, California","Grew up #20thcentury grew old #21century proudly particular #arts #history #archaeology #culture  #science #technology #space #innovation #exploration #nature",40854,-117.1610838,32.715738
"2020-08-15 05:50:01","JSydejkoKCCI","Maybe our zoom's just not good enough to see what's REALLY going on here...
#space #galaxy #lookalikegalaxy #milkyway #astronomers @MrigDixit https://t.co/8vdaQAmebn",1,"Jason Sydejko KCCI","Des Moines, IA","Meteorologist at KCCI in Des Moines, IA and GIF-choosing extraordinaire. Vegan. Cartooning/homebrewing. RTs are not endorsements. IG: sydejkoweather",5056,-93.6249593,41.5868353
"2020-08-15 04:19:02","C4SV2020","China’s ambitious plan to create a solar farm in space by the year 2025! #China #solarenergy #innovation #Space #tech #sustainability #scifi #science #solarpower #video #cool #renewableenergy #solarfarm https://t.co/BO8pEFOaAD",4,"Christians 4 Silicon Valley","San Jose, CA, USA ","Romans 8:28 - “In all things God works for the good of those who love him, or those been called according to his purpose.”",236,-121.8863286,37.3382082
"2020-08-15 04:10:43","wyoungblood","Occupy Mars T-Shirt with distressed flag. Now at Amazon! https://t.co/7FH0ujmilM
 #occupymars #Mars #MarsPerseverance #SpaceX #UnitedStates #Mars2020 #Space #SpaceFashionFriday https://t.co/bL0Y1duBhq",0,"Resolutegraphics","Benton, KY","Graphic Designer | husband | Father | Solopreneur | UK basketball fan | Prime eligible Shirts at Amazon.",78,-88.350315,36.8572781
"2020-08-15 04:02:40","NoBordFromOrbit","Hey Stargazers!
Live stream from the 
@SFU Trottier Observatory tonight! You can tune in using the link below. Stream starts in an hour at 10pm PT. I'll be helping to answer questions in the chat feed!
#space #scicomm 
https://t.co/24TkqBNgvR",0,"Matthew Cimone","Vancouver","Earthling, I learned from Star Trek that life is about forging a family to explore and do good. Producer  @chasingatlantis / CEO @esthersecho.",809,-123.1,49.25
"2020-08-15 03:17:51","StuartW","Cosmic Energy 1
12x24""
Watercolor and Sharpie
Recycled canvas.
$400

#Cosmic #energy  #space #psychedelic  #cosmic #artcollector #art #galleryart #abstract #contemporaryart #faces #watercolor  #pareidolia #pareidoliaart @sharpie
https://t.co/I79evgtZxF https://t.co/Te3GScbpvQ",0,"Stuart Wallace","Denver, CO","Artist | Cannabis Consultant #Artist #Branding #Cannabis #Creative #Collaboration DM for art for display, purchase or projects.",809,-104.990251,39.7392358
